name,genre,year
The Abstract Heart,"['Drama', 'Horror', 'Romance']",1982
Here. My Explosion...,['Drama'],1982
Bhoner: The Movie,"['Comedy', 'Horror']",1982
Randomocity,"['Comedy', 'Drama']",1982
The Downfall of Mr. Difford,['Thriller'],1982
Don't Mess with the IRS,"['Action', 'Comedy']",1982
Bored,['Comedy'],1982
The Pine Overcoat,"['Drama', 'Thriller']",1982
Writer's Block,['Thriller'],1982
Monster of Party Beach,['Comedy'],1982
The Hardest Love,['Drama'],1982
Your Second Chance,['Thriller'],1982
Queenie: Priestess of the Ghetto,"['Action', 'Comedy', 'Drama']",1982
Somewhere We Lived,"['Comedy', 'Drama']",1982
Finding Home,['Drama'],1982
Heart Beats,['Romance'],1982
Off-Loop,"['Comedy', 'Drama']",1982
Forgotten in Still Frame,"['Action', 'Drama', 'Thriller']",1982
Novelties,['Drama'],1982
Freaks Nerds & Romantics,"['Comedy', 'Drama', 'Music']",1982
Melvyn's Clock,['Drama'],1982
Nocturnal After Hours,"['Action', 'Comedy', 'Drama']",1982
Four Tanks and a Healer,['Animation'],1982
Ring of Honor: Greatest Rivalries,['Action'],1982
Wolfy's Journey,"['Animation', 'Adventure', 'Fantasy']",1982
Cleaners,['Drama'],1982
Spidertron,"['Action', 'Comedy', 'Sci-Fi']",1982
"Witness to History: The Sights & Sounds of December 7th, 1941",[],1982
The Way of Snow,"['Drama', 'Fantasy']",1982
Sour Apple Freeze Pop,['Comedy'],1982
They Made That Up!,['Comedy'],1982
The Lower Circle,"['Fantasy', 'Horror', 'Sci-Fi']",1982
Broken,"['Comedy', 'Drama', 'Family']",1982
Starcliff,['Action'],1982
The Evangelist,"['Comedy', 'Drama']",1982
Fantastic Tales Of The Unknown: The Movie,['Horror'],1982
"Stripped, Bear",['Drama'],1982
Sheryl Crow: Live,[],1982
Hallows Eve: Slaughter on Second Street,['Horror'],1982
Nicky Newark,['Drama'],1982
Behind the Red Motel Door,['Crime'],1982
Luther's Magic Weed,['Comedy'],1982
Gary from Accounting,['Comedy'],1982
Young Citizen Patriots: Young Kid Ambassadors,['Family'],1982
Below the Border,"['Action', 'Adventure', 'Western']",1982
Honorable Retribution,"['Action', 'Drama']",1982
Hamlin Pond,['Drama'],1982
Found Footage Festival Volume 3: Live in San Francisco,['Comedy'],1982
Dinner with the Dons,['Comedy'],1982
Prank Calls: 50th Call Anniversary,['Comedy'],1982
Hollywoodburgh Shorts!,['Comedy'],1982
Working Stiffs,"['Comedy', 'Horror']",1982
Transfusion,"['Drama', 'Thriller']",1982
O.A.R.: Live from Madison Square Garden,['Music'],1982
Not-So-Super Girl,"['Action', 'Comedy', 'Mystery']",1982
The Heartwood Dagger,['Drama'],1982
The Dead Hate Their Late Fees,"['Comedy', 'Horror']",1982
White Tiger: The Story of Rick and Roddy,['Comedy'],1982
Krissy Belle,['Comedy'],1982
Rail Pennies,"['Adventure', 'Drama']",1982
John Gets Wasted,['Comedy'],1982
Dimensions of Failure,"['Comedy', 'Mystery', 'Sci-Fi']",1982
Rose Colored Miles,['Comedy'],1982
My Dinner with A.J.,"['Comedy', 'Drama']",1982
Lunatics Lovers & Actors,['Drama'],1982
Just Tom,"['Comedy', 'Drama']",1982
"The Donut, the Balloon and the Lifesaver","['Comedy', 'Family']",1982
Staying Gold,['Drama'],1982
Smitty: The Pied Piper,"['Drama', 'Thriller']",1982
A Variety of Mysteries,"['Comedy', 'Drama', 'Mystery']",1982
"PAPA the Man, the Myth, the Legend New Project","['Biography', 'Drama', 'History']",1982
Ben Fries the Slaves,"['Comedy', 'Drama']",1982
Right in the Cloaca!,['Comedy'],1982
Belief,['Drama'],1982
Mondo Sacramento,"['Biography', 'Crime', 'History']",1982
Shameless Reality,['Drama'],1982
JJ Star... How Embarrassing,['Biography'],1982
Cheering Up Dewie,['Comedy'],1982
Devil Come to Hell and Stay Where You Belong,['Western'],1982
Walking Shadows,"['Drama', 'Horror', 'Thriller']",1982
Street of the Dead,"['Adventure', 'Comedy', 'Horror']",1982
Second Sight,"['Drama', 'Sci-Fi', 'Thriller']",1982
The Diamonds of Metro Valley,"['Action', 'Comedy', 'Sci-Fi']",1982
Bridge,"['Drama', 'Family']",1982
A Nightmare to Remember: Volume 1,['Horror'],1982
A Perfect Game,['Comedy'],1982
She Unfolds by Day,['Drama'],1982
Smashed Back,"['Adventure', 'Thriller', 'Western']",1982
A Catastrophe of Men,['Comedy'],1982
Mako Adventures,"['Action', 'Adventure', 'Family']",1982
Flea Market Finish Line,['Drama'],1982
La Sierva,"['Drama', 'Thriller']",1982
Evening's Civil Twilight in Empires of Tin,['Music'],1982
The Dying,['Horror'],1982
Eugene Walter: Last of the Bohemians,['Biography'],1982
The Marshmallow Ghosts Present Corpse Reviver No. 2,['Horror'],1982
A Giant Awakens,['Sport'],1982
Pickled,['Mystery'],1982
Truth,['Drama'],1982
Tangled Web,['Drama'],1982
A Day in the Lifeless,"['Comedy', 'Drama']",1982
The Pastry Tavern,['Animation'],1982
Crimson Circle,"['Drama', 'Thriller']",1982
The Drachen Recruitment Experiment,['Horror'],1982
Captain Slickpants,['Comedy'],1982
Faith,['Comedy'],1982
Lawson: White Heat,"['Action', 'Comedy']",1982
Natalie,['Drama'],1982
"WWE: Summerslam - The Complete Anthology, Vol. 1",['Action'],1982
New York Decalogue,['Drama'],1982
Southsyde,"['Drama', 'Sport']",1982
Writer's Block,"['Drama', 'Romance']",1982
On the Count of 3,"['Action', 'Comedy', 'Crime']",1982
Turning Point,['Drama'],1982
Understanding Vander,"['Comedy', 'Music']",1982
As Cool as Jennifer: Volume 2,"['Action', 'Adventure']",1982
Til Death,"['Comedy', 'Horror']",1982
Run Hollywood Summer,['Comedy'],1982
Men with Arms,"['Drama', 'Family']",1982
Quivering Norman,"['Comedy', 'Music']",1982
The Dangers of Dreaming,['Drama'],1982
The Magic of Christmas II,['Family'],1982
Grindcore: 85 Minutes of Brutal Heavy Metal,['Music'],1982
"Hit Em Hard, the Story of Zaina Juliette","['Biography', 'Music']",1982
The Worst Thing,"['Drama', 'Thriller']",1982
The Forgotten Jewel,['Action'],1982
Mad Cow: The Fall of the ZDA,"['Action', 'Adventure', 'Crime']",1982
"Attack of the Psychedelic Zombies, Man!",['Comedy'],1982
Promenade,[],1982
Kato Therapy,['Thriller'],1982
Shattered Focus,"['Drama', 'Romance']",1982
Duality,"['Comedy', 'Crime']",1982
Elysium,['Drama'],1982
God Is D_ad,['Drama'],1982
Saberfrog,"['Comedy', 'Drama', 'Sci-Fi']",1982
Demonator 4,['Comedy'],1982
The Gadarene Swine,['Drama'],1982
Once a Child of God,[],1982
It's Whatever,"['Comedy', 'Family', 'Romance']",1982
The Quest of Aaron Adams,['Comedy'],1982
Small Change,['Drama'],1982
Snoopy Green's Vampire Movie,['Comedy'],1982
Close to Midnight,['Drama'],1982
Bloom,"['Drama', 'Romance']",1982
The Waiting,"['Action', 'Crime', 'Drama']",1982
Exhibit A-7,['Horror'],1982
Human People,['Comedy'],1982
"Me, Myself, and My Third Eye: 4 Enlightened Stories for 1 Imperfect God",['Drama'],1982
Game of the Year,['Comedy'],1982
Baby Alligators,['Comedy'],1982
Stalked,['Thriller'],1982
Discouraging Words,"['Comedy', 'Drama']",1982
Anikruya,"['Action', 'Adventure', 'Family']",1982
The Last Dudes on Earth,"['Comedy', 'Sci-Fi']",1982
Sunset,['Drama'],1982
Homer and Penelope,[],1982
Mondo Sexxxx: The Terry Kobrah Story,"['Comedy', 'Drama', 'Horror']",1983
09,['Drama'],1983
Sin pecado,"['Drama', 'Fantasy', 'Mystery']",1983
Paper Ketchup,"['Comedy', 'Musical', 'Romance']",1983
You Used to Be Beautiful,"['Comedy', 'Drama', 'Romance']",1983
116 Muscles,['Drama'],1983
The Wake of Dick Johnson,['Drama'],1983
Bob Mazooka: Fun Time Action Hour for Kids,['Comedy'],1983
Life in Parallel,"['Comedy', 'Drama']",1983
Wormtooth Nation,['Sci-Fi'],1983
The Pass Rusher,"['Drama', 'Romance', 'Sport']",1983
Running on Empty,"['Action', 'Thriller']",1983
Front Man,['Drama'],1983
My America,['Drama'],1983
Fillbilly,['Comedy'],1983
Only Human,"['Drama', 'Horror', 'Romance']",1983
Bongoland II: There Is No Place Like Home,['Drama'],1983
Jouir De La Vie,"['Drama', 'Romance']",1983
As Though Dead,['Horror'],1983
Kaptin Boom,['Comedy'],1983
Bubble Bubble Meows and the Meteor Stomachache,['Animation'],1983
The Two Roomer,['Thriller'],1983
Halloween Creep Tales,['Horror'],1983
Road to Kingsville,"['Drama', 'Thriller']",1983
The Bestest Christmas Ever,['Comedy'],1983
Arrgh! A Pirate Story,"['Comedy', 'Music']",1983
Just Another Noir,['Crime'],1983
Reflections on the USS Arizona Memorial,[],1983
"Cheer Up, Sam",['Drama'],1983
Couch Cases,['Comedy'],1983
We Grew Up Here,"['Drama', 'Music']",1983
Good Bye,['Thriller'],1983
Big Top Winkle,['Adventure'],1983
Rat Rod Rockers!,['Crime'],1983
Euthination,['Horror'],1983
Chickens in the Shadows,"['Comedy', 'Music']",1983
Drunk Dumb Fucks,['Comedy'],1983
Retribution of the Wolf,['Western'],1983
The Rockford Blondes,"['Biography', 'Comedy']",1983
The Last Hot Lick,"['Drama', 'Music']",1983
The Parchene Conspiracy,['Sci-Fi'],1983
Only Interstellar Pinball Lives Forever,"['Comedy', 'Drama', 'Fantasy']",1983
Fictionality,['Action'],1983
Senior Prom,['Comedy'],1983
Pwners,"['Comedy', 'Drama']",1983
A Carol of Christmas,['Comedy'],1983
Jerome's Razor,"['Adventure', 'Drama']",1983
The Chemical King,"['Comedy', 'Fantasy']",1983
Rifftrax: Order in the Shorts,['Comedy'],1983
"My Necklace, Myself",['Fantasy'],1983
To Fly,['Drama'],1983
Thirty Second Doom,"['Action', 'Adventure', 'Crime']",1983
Up North,"['Comedy', 'Horror']",1983
Legends of Mini-Golf: The Flamingo's Challenge,['Comedy'],1983
The Happy Widowers,['Comedy'],1983
Ku Klux Kornea,['Comedy'],1983
Hope for a Thorn,['Drama'],1983
Dreams of the Wayward,['Drama'],1983
Grappling with your Demons,['Drama'],1983
Incident at Barstow,['Thriller'],1983
The Mayor & King Switch Places,"['Comedy', 'Crime', 'Drama']",1983
All Suspects,"['Action', 'Crime', 'Drama']",1983
Icrush the Movie,['Comedy'],1983
Max Romer: Appalachian Justice,"['Action', 'Comedy']",1983
Abram's Hand,"['Crime', 'Horror', 'Thriller']",1983
Wright Street,"['Drama', 'Mystery']",1983
Outfitumentary,[],1983
Exit 117,['Drama'],1983
Bee Dead,"['Comedy', 'Horror']",1983
Fools,"['Action', 'Comedy', 'Horror']",1983
"Finally, Lillian and Dan",[],1983
The Doorway,['Horror'],1983
The Sister,['Horror'],1983
Spirit Gum,"['Animation', 'Comedy', 'Fantasy']",1983
The Temple II: Birth into Darkness,"['Action', 'Fantasy', 'Horror']",1983
Suburban Backlot,['Comedy'],1983
The Price of Loyalty,['Action'],1983
A Boys Night Out,['Drama'],1983
Finding St. Isabel,['Drama'],1983
The Light,"['Comedy', 'Horror', 'Sci-Fi']",1983
Social Distortion: Live in Orange County,['Music'],1983
Gans-Nelson Fight,['Sport'],1983
Gary Has No Pants,['Comedy'],1983
I Hate L.A.,"['Comedy', 'Horror', 'Mystery']",1983
The Golden Space City of God,['Musical'],1983
In 200 Characters or Less,"['Comedy', 'Romance']",1983
Consequence,['Drama'],1983
Lightning Salad Moving Picture,['Comedy'],1983
The Season,['Drama'],1983
When the Boys Walk In,['Drama'],1983
Your Roommate,"['Comedy', 'Romance']",1983
Bubble Bubble Meows and the Lame-O Baby Jib,"['Animation', 'Comedy', 'Family']",1983
The Sound of Victory,['Drama'],1983
Gav-n,['Action'],1983
The Abstract Heart,"['Drama', 'Horror', 'Romance']",1983
Here. My Explosion...,['Drama'],1983
Bhoner: The Movie,"['Comedy', 'Horror']",1983
Randomocity,"['Comedy', 'Drama']",1983
The Downfall of Mr. Difford,['Thriller'],1983
Don't Mess with the IRS,"['Action', 'Comedy']",1983
Bored,['Comedy'],1983
The Pine Overcoat,"['Drama', 'Thriller']",1983
Writer's Block,['Thriller'],1983
Monster of Party Beach,['Comedy'],1983
The Hardest Love,['Drama'],1983
Your Second Chance,['Thriller'],1983
Queenie: Priestess of the Ghetto,"['Action', 'Comedy', 'Drama']",1983
Somewhere We Lived,"['Comedy', 'Drama']",1983
Finding Home,['Drama'],1983
Heart Beats,['Romance'],1983
Off-Loop,"['Comedy', 'Drama']",1983
Forgotten in Still Frame,"['Action', 'Drama', 'Thriller']",1983
Novelties,['Drama'],1983
Freaks Nerds & Romantics,"['Comedy', 'Drama', 'Music']",1983
Melvyn's Clock,['Drama'],1983
Nocturnal After Hours,"['Action', 'Comedy', 'Drama']",1983
Four Tanks and a Healer,['Animation'],1983
Ring of Honor: Greatest Rivalries,['Action'],1983
Wolfy's Journey,"['Animation', 'Adventure', 'Fantasy']",1983
Cleaners,['Drama'],1983
Spidertron,"['Action', 'Comedy', 'Sci-Fi']",1983
"Witness to History: The Sights & Sounds of December 7th, 1941",[],1983
The Way of Snow,"['Drama', 'Fantasy']",1983
Sour Apple Freeze Pop,['Comedy'],1983
They Made That Up!,['Comedy'],1983
The Lower Circle,"['Fantasy', 'Horror', 'Sci-Fi']",1983
Broken,"['Comedy', 'Drama', 'Family']",1983
Starcliff,['Action'],1983
The Evangelist,"['Comedy', 'Drama']",1983
Fantastic Tales Of The Unknown: The Movie,['Horror'],1983
"Stripped, Bear",['Drama'],1983
Sheryl Crow: Live,[],1983
Hallows Eve: Slaughter on Second Street,['Horror'],1983
Nicky Newark,['Drama'],1983
Behind the Red Motel Door,['Crime'],1983
Luther's Magic Weed,['Comedy'],1983
Gary from Accounting,['Comedy'],1983
Young Citizen Patriots: Young Kid Ambassadors,['Family'],1983
Below the Border,"['Action', 'Adventure', 'Western']",1983
Honorable Retribution,"['Action', 'Drama']",1983
Hamlin Pond,['Drama'],1983
Found Footage Festival Volume 3: Live in San Francisco,['Comedy'],1983
Dinner with the Dons,['Comedy'],1983
Prank Calls: 50th Call Anniversary,['Comedy'],1983
Hollywoodburgh Shorts!,['Comedy'],1983
Working Stiffs,"['Comedy', 'Horror']",1983
Transfusion,"['Drama', 'Thriller']",1983
O.A.R.: Live from Madison Square Garden,['Music'],1983
Not-So-Super Girl,"['Action', 'Comedy', 'Mystery']",1983
The Heartwood Dagger,['Drama'],1983
The Dead Hate Their Late Fees,"['Comedy', 'Horror']",1983
White Tiger: The Story of Rick and Roddy,['Comedy'],1983
Krissy Belle,['Comedy'],1983
Rail Pennies,"['Adventure', 'Drama']",1983
John Gets Wasted,['Comedy'],1983
Dimensions of Failure,"['Comedy', 'Mystery', 'Sci-Fi']",1983
Rose Colored Miles,['Comedy'],1983
My Dinner with A.J.,"['Comedy', 'Drama']",1983
Lunatics Lovers & Actors,['Drama'],1983
Just Tom,"['Comedy', 'Drama']",1983
"The Donut, the Balloon and the Lifesaver","['Comedy', 'Family']",1983
Staying Gold,['Drama'],1983
Smitty: The Pied Piper,"['Drama', 'Thriller']",1983
A Variety of Mysteries,"['Comedy', 'Drama', 'Mystery']",1983
"PAPA the Man, the Myth, the Legend New Project","['Biography', 'Drama', 'History']",1983
Ben Fries the Slaves,"['Comedy', 'Drama']",1983
Right in the Cloaca!,['Comedy'],1983
Belief,['Drama'],1983
Mondo Sacramento,"['Biography', 'Crime', 'History']",1983
Shameless Reality,['Drama'],1983
JJ Star... How Embarrassing,['Biography'],1983
Cheering Up Dewie,['Comedy'],1983
Devil Come to Hell and Stay Where You Belong,['Western'],1983
Walking Shadows,"['Drama', 'Horror', 'Thriller']",1983
Street of the Dead,"['Adventure', 'Comedy', 'Horror']",1983
Second Sight,"['Drama', 'Sci-Fi', 'Thriller']",1983
The Diamonds of Metro Valley,"['Action', 'Comedy', 'Sci-Fi']",1983
Bridge,"['Drama', 'Family']",1983
A Nightmare to Remember: Volume 1,['Horror'],1983
A Perfect Game,['Comedy'],1983
She Unfolds by Day,['Drama'],1983
Smashed Back,"['Adventure', 'Thriller', 'Western']",1983
A Catastrophe of Men,['Comedy'],1983
Mako Adventures,"['Action', 'Adventure', 'Family']",1983
Flea Market Finish Line,['Drama'],1983
La Sierva,"['Drama', 'Thriller']",1983
Evening's Civil Twilight in Empires of Tin,['Music'],1983
The Dying,['Horror'],1983
Eugene Walter: Last of the Bohemians,['Biography'],1983
The Marshmallow Ghosts Present Corpse Reviver No. 2,['Horror'],1983
A Giant Awakens,['Sport'],1983
Pickled,['Mystery'],1983
Truth,['Drama'],1983
Tangled Web,['Drama'],1983
A Day in the Lifeless,"['Comedy', 'Drama']",1983
The Pastry Tavern,['Animation'],1983
Crimson Circle,"['Drama', 'Thriller']",1983
The Drachen Recruitment Experiment,['Horror'],1983
Captain Slickpants,['Comedy'],1983
Faith,['Comedy'],1983
Lawson: White Heat,"['Action', 'Comedy']",1983
Natalie,['Drama'],1983
"WWE: Summerslam - The Complete Anthology, Vol. 1",['Action'],1983
New York Decalogue,['Drama'],1983
Southsyde,"['Drama', 'Sport']",1983
Writer's Block,"['Drama', 'Romance']",1983
On the Count of 3,"['Action', 'Comedy', 'Crime']",1983
Turning Point,['Drama'],1983
Understanding Vander,"['Comedy', 'Music']",1983
As Cool as Jennifer: Volume 2,"['Action', 'Adventure']",1983
Til Death,"['Comedy', 'Horror']",1983
Run Hollywood Summer,['Comedy'],1983
Men with Arms,"['Drama', 'Family']",1983
Quivering Norman,"['Comedy', 'Music']",1983
The Dangers of Dreaming,['Drama'],1983
The Magic of Christmas II,['Family'],1983
Grindcore: 85 Minutes of Brutal Heavy Metal,['Music'],1983
"Hit Em Hard, the Story of Zaina Juliette","['Biography', 'Music']",1983
The Worst Thing,"['Drama', 'Thriller']",1983
The Forgotten Jewel,['Action'],1983
Mad Cow: The Fall of the ZDA,"['Action', 'Adventure', 'Crime']",1983
"Attack of the Psychedelic Zombies, Man!",['Comedy'],1983
Promenade,[],1983
Kato Therapy,['Thriller'],1983
Shattered Focus,"['Drama', 'Romance']",1983
Duality,"['Comedy', 'Crime']",1983
Elysium,['Drama'],1983
God Is D_ad,['Drama'],1983
Saberfrog,"['Comedy', 'Drama', 'Sci-Fi']",1983
Demonator 4,['Comedy'],1983
The Gadarene Swine,['Drama'],1983
Once a Child of God,[],1983
It's Whatever,"['Comedy', 'Family', 'Romance']",1983
The Quest of Aaron Adams,['Comedy'],1983
Small Change,['Drama'],1983
Snoopy Green's Vampire Movie,['Comedy'],1983
Close to Midnight,['Drama'],1983
Bloom,"['Drama', 'Romance']",1983
The Waiting,"['Action', 'Crime', 'Drama']",1983
Exhibit A-7,['Horror'],1983
Human People,['Comedy'],1983
"Me, Myself, and My Third Eye: 4 Enlightened Stories for 1 Imperfect God",['Drama'],1983
Game of the Year,['Comedy'],1983
Baby Alligators,['Comedy'],1983
Stalked,['Thriller'],1983
Discouraging Words,"['Comedy', 'Drama']",1983
Anikruya,"['Action', 'Adventure', 'Family']",1983
The Last Dudes on Earth,"['Comedy', 'Sci-Fi']",1983
Sunset,['Drama'],1983
Homer and Penelope,[],1983
Mondo Sexxxx: The Terry Kobrah Story,"['Comedy', 'Drama', 'Horror']",1984
09,['Drama'],1984
Sin pecado,"['Drama', 'Fantasy', 'Mystery']",1984
Paper Ketchup,"['Comedy', 'Musical', 'Romance']",1984
You Used to Be Beautiful,"['Comedy', 'Drama', 'Romance']",1984
116 Muscles,['Drama'],1984
The Wake of Dick Johnson,['Drama'],1984
Bob Mazooka: Fun Time Action Hour for Kids,['Comedy'],1984
Life in Parallel,"['Comedy', 'Drama']",1984
Wormtooth Nation,['Sci-Fi'],1984
The Pass Rusher,"['Drama', 'Romance', 'Sport']",1984
Running on Empty,"['Action', 'Thriller']",1984
Front Man,['Drama'],1984
My America,['Drama'],1984
Fillbilly,['Comedy'],1984
Only Human,"['Drama', 'Horror', 'Romance']",1984
Bongoland II: There Is No Place Like Home,['Drama'],1984
Jouir De La Vie,"['Drama', 'Romance']",1984
As Though Dead,['Horror'],1984
Kaptin Boom,['Comedy'],1984
Bubble Bubble Meows and the Meteor Stomachache,['Animation'],1984
The Two Roomer,['Thriller'],1984
Halloween Creep Tales,['Horror'],1984
Road to Kingsville,"['Drama', 'Thriller']",1984
The Bestest Christmas Ever,['Comedy'],1984
Arrgh! A Pirate Story,"['Comedy', 'Music']",1984
Just Another Noir,['Crime'],1984
Reflections on the USS Arizona Memorial,[],1984
"Cheer Up, Sam",['Drama'],1984
Couch Cases,['Comedy'],1984
We Grew Up Here,"['Drama', 'Music']",1984
Good Bye,['Thriller'],1984
Big Top Winkle,['Adventure'],1984
Rat Rod Rockers!,['Crime'],1984
Euthination,['Horror'],1984
Chickens in the Shadows,"['Comedy', 'Music']",1984
Drunk Dumb Fucks,['Comedy'],1984
Retribution of the Wolf,['Western'],1984
The Rockford Blondes,"['Biography', 'Comedy']",1984
The Last Hot Lick,"['Drama', 'Music']",1984
The Parchene Conspiracy,['Sci-Fi'],1984
Only Interstellar Pinball Lives Forever,"['Comedy', 'Drama', 'Fantasy']",1984
Fictionality,['Action'],1984
Senior Prom,['Comedy'],1984
Pwners,"['Comedy', 'Drama']",1984
A Carol of Christmas,['Comedy'],1984
Jerome's Razor,"['Adventure', 'Drama']",1984
The Chemical King,"['Comedy', 'Fantasy']",1984
Rifftrax: Order in the Shorts,['Comedy'],1984
"My Necklace, Myself",['Fantasy'],1984
To Fly,['Drama'],1984
Thirty Second Doom,"['Action', 'Adventure', 'Crime']",1984
Up North,"['Comedy', 'Horror']",1984
Legends of Mini-Golf: The Flamingo's Challenge,['Comedy'],1984
The Happy Widowers,['Comedy'],1984
Ku Klux Kornea,['Comedy'],1984
Hope for a Thorn,['Drama'],1984
Dreams of the Wayward,['Drama'],1984
